Station Name,District,Longitude,Unnamed: 4,Unnamed: 5,Latitude ,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970,1969,1968,1967,1966,1965,1964,1963,1962,1961,1960,1959,1958,1957,Unnamed: 68,Unnamed: 69
SADULSHAHAR,GANGANAGAR,"290 54"" N",29.0,54.0,"730 10"" E",73.0,10.0,29.6,73.11111111111111,312.0,578.0,322.0,329.0,325.0,455.0,393.0,241.0,245.0,413.0,140.0,498.0,151.0,261.0,387.0,438.0,338.0,359.0,416.0,159.0,306.0,188.0,297.0,242.0,275.0,216.0,411.0,359.0,290.0,539.0,340.0,328.0,182.0,118.0,420.0,437.0,684.0,240.0,235.0,337.0,280.0,126.0,236.0,157.0,90.0,214.4,,80.1,260.8,181.5,280.0,237.8,312.8,312.8,543.4,153.9,,
DEOLI,TONK ,"250 52"" N",25.0,52.0,"750 36"" E",75.0,36.0,25.57777777777778,75.4,808.0,791.0,842.0,450.0,525.0,602.0,654.0,492.0,738.0,572.0,271.1,542.4,690.0,593.3,439.0,675.2,707.0,535.5,804.4,740.0,727.0,691.0,551.0,568.4,465.0,345.0,671.3,448.5,434.8,463.0,500.6,473.0,454.6,710.0,471.3,800.2,798.4,740.2,594.9,1019.3,404.0,758.0,553.0,407.0,616.0,830.0,,383.0,451.0,494.0,504.0,750.0,456.0,456.0,,580.0,,DEOLI
MALPURA,TONK ,"260 17"" N",26.0,17.0,"750 23"" E",75.0,23.0,26.18888888888889,75.25555555555556,674.0,704.0,827.0,325.0,629.0,483.0,272.0,540.0,450.0,524.0,181.0,442.0,343.0,429.0,580.0,813.0,1058.0,791.0,590.0,370.0,797.0,646.0,532.6,308.6,530.2,356.8,561.2,527.7,403.1,801.8,486.8,790.2,438.1,660.3,551.0,1018.2,734.2,896.0,721.5,814.1,225.0,961.0,699.0,281.0,569.0,392.0,,223.0,535.0,361.0,598.0,747.0,268.0,268.0,406.0,449.0,,MALPURA
NIWAI,TONK ,"260 21"" N",26.0,21.0,"750 55"" E",75.0,55.0,26.233333333333334,75.61111111111111,624.0,704.0,518.9,351.0,693.0,390.0,313.8,548.0,584.0,756.0,167.0,473.6,466.7,456.7,740.0,689.0,1021.3,665.6,737.0,464.0,501.0,536.1,607.9,308.6,420.0,313.5,527.5,478.7,317.7,974.9,704.8,955.3,390.0,583.8,723.7,839.0,882.6,1107.4,878.4,903.1,366.0,909.0,664.0,253.0,408.0,598.0,,266.0,579.0,670.0,599.0,797.0,419.0,419.0,720.0,763.0,,NIWAI
TODARAISINGH,TONK ,"260 02"" N",26.0,2.0,"750 29"" E",75.0,29.0,26.022222222222222,75.32222222222222,837.0,924.0,602.0,210.0,678.0,489.0,369.0,646.0,977.0,655.0,272.0,586.0,595.0,457.0,481.0,1013.0,1015.0,646.0,860.0,438.0,710.0,726.0,637.0,665.0,681.0,283.0,626.0,457.0,446.0,821.0,609.0,574.0,520.0,610.8,548.0,653.0,873.5,827.0,643.5,744.8,332.0,810.0,544.0,354.0,473.0,644.0,,426.0,509.0,437.0,688.0,741.0,427.0,427.0,534.0,521.0,,TODARAISINGH
TONK,TONK ,"260 10"" N",26.0,10.0,"750 48"" E",75.0,48.0,26.11111111111111,75.53333333333333,678.0,738.0,1011.0,380.0,518.0,545.0,563.0,457.0,707.0,816.2,221.3,624.4,380.0,745.4,627.6,675.4,1078.0,931.6,571.7,601.9,605.2,435.2,609.5,364.7,549.5,254.5,578.4,451.6,422.7,781.9,673.7,855.0,476.3,707.3,545.2,875.7,803.2,696.6,629.4,711.1,344.0,961.0,656.0,470.0,341.0,718.0,,301.0,561.0,496.0,620.0,1040.0,541.0,514.0,695.0,967.0,,TONK
ALIGARH,TONK ,"260 58"" N",26.0,58.0,"760 05"" E",76.0,5.0,26.644444444444446,76.05555555555556,598.0,811.0,562.0,389.0,703.0,512.5,375.0,533.0,597.0,620.0,270.0,795.0,536.0,681.0,641.0,665.8,698.0,704.0,685.0,,618.0,727.8,699.9,462.5,572.5,404.5,832.0,425.5,253.2,708.9,650.6,878.2,555.0,698.0,883.0,,203.0,1162.8,739.7,879.0,402.0,1058.0,401.0,421.0,328.0,696.0,,342.0,830.0,636.0,485.0,944.0,646.0,646.0,400.0,877.0,,ALIGARH
PEEPLU ,TONK ,"260 17"" N",26.0,17.0,"750 44"" E",75.0,44.0,26.18888888888889,75.4888888888889,666.0,828.0,1165.0,370.0,498.0,,494.0,646.0,479.0,585.0,252.0,526.0,350.0,,815.0,161.0,,,614.0,,475.0,,416.0,,,,,344.8,253.0,,,,,,,720.0,,,,,,,,,,,,,,,,,,,,,,
NAGAR FORT,TONK ,,,,,,,,,955.0,1439.0,792.0,313.0,418.0,745.0,410.0,648.0,524.0,483.0,320.0,567.0,478.7,828.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOGUNDA,UDAIPUR,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JHADOL,UDAIPUR,"240 24"" N",24.0,24.0,"730 28"" E",73.0,28.0,24.266666666666666,73.31111111111112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHERWARA,UDAIPUR,"230 59"" N",23.0,59.0,"730 36"" E",73.0,36.0,23.655555555555555,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOTRA,UDAIPUR,"240 22"" N",24.0,22.0,"730 10"" E",73.0,10.0,24.244444444444444,73.11111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAVLI,UDAIPUR,"240 47"" N",24.0,47.0,"730 59"" E",73.0,59.0,24.522222222222222,73.65555555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALUMBER,UDAIPUR,"240 08"" N",24.0,8.0,"740 03"" E",74.0,3.0,24.08888888888889,74.03333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SARARA,UDAIPUR,"240 11"" N",24.0,11.0,"730 55"" E",73.0,55.0,24.122222222222224,73.61111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UDAIPUR ( GIRWA ),UDAIPUR,"240 35"" N",24.0,35.0,"730 42"" E",73.0,42.0,24.38888888888889,73.46666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VALLABH NAGAR,UDAIPUR,"240 52"" N",24.0,52.0,"740 00"" E",74.0,0.0,24.57777777777778,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHARIAWAD,UDAIPUR,"240 06"" N",24.0,6.0,"740 28"" E",74.0,28.0,24.066666666666666,74.31111111111112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
